FullName,Distance,Event,SwimmerAge,EventCompetitionCategoryKey,SwimTime,SwimTimeAdj,Standard,MeetName,SwimDate,ClubName,LscCode,IsForeign,Rank,PowerPoints,Sanctioned
"Smith, Sebastian",100,100 FL LCM,19,2,53.08,53.08,2024 Olympic Trials,2024 TYR Pro Swim Series - Westmont,3/7/2024,Patriot Swim Team,MR,False,43,960,Yes
"Vetsch, August",100,100 FL LCM,18,2,53.12,53.12,2024 Olympic Trials,2024 AZ SUN Devil Open,5/18/2024,Swim Neptune,AZ,False,44,958,Yes
"Martinez, Angel",100,100 FL LCM,26,2,53.15,53.15,2024 Olympic Trials,2024 GA Atlanta Classic,5/17/2024,Aggie Swim Club,GU,True,45,957,Yes
"Johnson, Jacob",100,100 FL LCM,17,2,53.15,53.15,2024 Olympic Trials,2024 FL NCSA Swimming Championships,3/22/2024,Suburban Seahawks Club,MA,False,45,972,Yes
"Fitch, Dave",100,100 FL LCM,20,2,53.20,53.20,2024 Olympic Trials,2024 NC TAC Titans Spring Fling,5/17/2024,University of North Carolina Wilmington,NC,False,47,955,Yes
"Miceli, Mateo",100,100 FL LCM,21,2,53.23,53.23,2024 Olympic Trials,2024 Indy May Cup,5/16/2024,University of Louisville,KY,False,48,953,Yes
"Harm, Jonah",100,100 FL LCM,22,2,53.23,53.23,2024 Olympic Trials,Navy Long Course Time Trials,12/8/2023,Unattached,US,False,48,953,Yes
"Kulow, Jonny",100,100 FL LCM,19,2,53.24,53.24,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/12/2024,Unattached,AZ,False,50,953,Yes
"Sivec, Vili",100,100 FL LCM,20,2,53.26,53.26,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/12/2024,Cal State Univ - Bakersfield,CC,True,51,952,Yes
"Hayon, Will",100,100 FL LCM,20,2,53.26,53.26,2024 Olympic Trials,2024 VA EZ LC Super Sectional Meet - Cap Reached,5/17/2024,Virginia Tech,VA,False,51,952,Yes
"Balbi, Diego",100,100 FL LCM,18,2,53.27,53.27,2024 Olympic Trials,2024 FL NCSA Swimming Championships,3/22/2024,Saint Andrew's Aquatics,FG,True,53,952,Yes
"Filion, Tanner",100,100 FL LCM,23,2,53.34,53.34,2024 Olympic Trials,2024 NC ACC LC Time Trials Invitational,2/25/2024,University Of Notre Dame,IN,False,54,949,Yes
"Conklin, Clayton",100,100 FL LCM,21,2,53.37,53.37,2024 Olympic Trials,Art Adamson Invitational 2023,11/16/2023,Texas A & M University,GU,False,55,947,Yes
"Schulrath, Tobias",100,100 FL LCM,20,2,53.37,53.37,2024 Olympic Trials,Georgia Invite LC TT,11/19/2023,Unattached,US,True,55,947,Yes
"Filipovic, Alec",100,100 FL LCM,19,2,53.38,53.38,2024 Olympic Trials,Texas Invitational,11/15/2023,University of Texas,ST,False,57,947,Yes
"Tiffany, Jordan",100,100 FL LCM,22,2,53.39,53.39,2024 Olympic Trials,2024 AZ SUN Devil Open,5/17/2024,"Utah Valley Aquatics, Inc",UT,False,58,946,Yes
"Fick, Bob",100,100 FL LCM,22,2,53.44,53.44,2024 Olympic Trials,2023 Toyota US Open Championships,12/1/2023,Ohio State University,OH,True,59,944,Yes
"Foy, PJ",100,100 FL LCM,18,2,53.44,53.44,2024 Olympic Trials,2024 WRS Speedo Sectionals -- Federal Way,3/16/2024,Glacier Swim Club,AK,False,59,944,Yes
"Pinckney, Jase",100,100 FL LCM,21,2,53.45,53.45,2024 Olympic Trials,DSU Christmas Invite LCM,12/13/2023,Unattached,US,False,61,944,Yes
"Colwell, Patrick",100,100 FL LCM,21,2,53.45,53.45,2024 Olympic Trials,2024 MD NAAC CAROL CHIDESTER INVITE,4/27/2024,Navy Swimming,MD,False,61,944,Yes
"De Almeida, Bernardo",100,100 FL LCM,22,2,53.46,53.46,2024 Olympic Trials,Tennessee Invitational,11/16/2023,Unattached,US,True,63,943,Yes
"Poelke, Boyd",100,100 FL LCM,22,2,53.47,53.47,2024 Olympic Trials,2024 NC SwimMAC Martha McKee Charlotte Open,5/18/2024,North Carolina Aquatic Club,NC,False,64,943,Yes
"Neverman, Kaiser",100,100 FL LCM,21,2,53.48,53.48,2024 Olympic Trials,2024 MN UOFM 2024 Gopher Invite,4/20/2024,University of Minnesota,MN,False,65,942,Yes
"Burns, Brendan",100,100 FL LCM,22,2,53.49,53.49,2024 Olympic Trials,Ohio State Fall Invitational,11/17/2023,Indiana University,IN,False,66,942,Yes
"Kahl, Linus",100,100 FL LCM,22,2,53.49,53.49,2024 Olympic Trials,2024 NC SwimMAC Martha McKee Charlotte Open,5/17/2024,Gamecock Aquatics,SC,True,66,942,Yes
"Crane, Sterling",100,100 FL LCM,23,2,53.50,53.50,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/12/2024,Unattached,ST,False,68,941,Yes
"Khaled, Sohib",100,100 FL LCM,20,2,53.51,53.51,2024 Olympic Trials,2023 VA ISCA LC ISCA  Open,12/1/2023,Auburn University,SE,True,69,941,Yes
"Lunak, Seb",100,100 FL LCM,21,2,53.51,53.51,2024 Olympic Trials,2023 Toyota US Open Championships,12/1/2023,University Of North Carolina,NC,True,69,941,Yes
"Harabagiu, Davide",100,100 FL LCM,19,2,53.53,53.53,2024 Olympic Trials,Minnesota Invitational LCM,12/3/2023,Unattached,US,True,71,940,Yes
"Nicholas, Spencer",100,100 FL LCM,18,2,53.57,53.57,2024 Olympic Trials,2024 TYR Pro Swim Series - Knoxville,1/12/2024,Nashville Aquatic Club,SE,False,72,938,Yes
"Nabor, Jadan",100,100 FL LCM,22,2,53.57,53.57,2024 Olympic Trials,2024 Men's PAC 12 Last Chance Invite,3/10/2024,Unattached,US,False,72,938,Yes
"McKean, Campbell",100,100 FL LCM,17,2,53.63,53.63,2024 Summer Nationals (LCM),2024 WRS Speedo Sectionals -- Federal Way,3/16/2024,Bend Swim Club,OR,False,74,951,Yes
"Wilburn, Cason",100,100 FL LCM,22,2,53.64,53.64,2024 Summer Nationals (LCM),Ohio State Fall Invitational,11/17/2023,University Of Notre Dame,IN,False,75,935,Yes
"Davis, Caden",100,100 FL LCM,19,2,53.65,53.65,2024 Summer Nationals (LCM),2024 Indy May Cup,5/16/2024,Michigan Lakeshore Aquatics,MI,False,76,935,Yes
"Lichinsky, Gregg",100,100 FL LCM,23,2,53.67,53.67,2024 Summer Nationals (LCM),2024 Southern California Invite - hosted by NOVA,5/17/2024,Mission Viejo Nadadores,CA,True,77,934,Yes
"Hussey, Patrick",100,100 FL LCM,23,2,53.69,53.69,2024 Summer Nationals (LCM),2024 NC TAC Titans Spring Sprint Meet,4/21/2024,North Carolina Aquatic Club,NC,True,78,933,Yes
"Bloebaum, Carl",100,100 FL LCM,20,2,53.70,53.70,2024 Summer Nationals (LCM),2024 VA EZ LC Super Sectional Meet - Cap Reached,5/17/2024,Virginia Tech,VA,False,79,932,Yes
"Picht, Billy",100,100 FL LCM,20,2,53.71,53.71,2024 Summer Nationals (LCM),2024 CA Speedo Grand Challenge hosted by NOVA,5/25/2024,Gaucho Aquatics,CA,False,80,932,Yes
"Wimberly, Jacob",100,100 FL LCM,18,2,53.71,53.71,2024 Summer Nationals (LCM),2023 Junior World Champs,9/5/2023,Texas Ford Aquatics,NT,False,80,932,Yes
"House, Grant",100,100 FL LCM,25,2,53.74,53.74,2024 Summer Nationals (LCM),2024 TYR Pro Swim Series - San Antonio,4/12/2024,Unattached,AZ,False,82,931,Yes
"Hatch, Jarod",100,100 FL LCM,25,2,53.75,53.75,2024 Summer Nationals (LCM),2024 World Champs,2/16/2024,Mission Viejo Nadadores,CA,True,83,930,Yes
"Tibazi, Yusuf",100,100 FL LCM,28,2,53.78,53.78,2024 Summer Nationals (LCM),2024 GA Atlanta Classic,5/17/2024,"Albany Armada Aquatics, LLC",PC,True,84,929,Yes
"Khaled, Sohib",100,100 FL LCM,20,2,53.79,53.79,2024 Summer Nationals (LCM),Georgia Invite LC TT,11/19/2023,Unattached,US,True,85,928,Yes
"Thumann, JD",100,100 FL LCM,15,2,53.80,53.80,2024 Summer Nationals (LCM),2023 Speedo Winter Junior Championships - West - LCM Time Trial,12/10/2023,Sooner Swim Club,OK,False,86,1018,Yes
"Plasil, Yannick",100,100 FL LCM,22,2,53.83,53.83,2024 Summer Nationals (LCM),2024 NC STAR ESSZ Spg SR Sectionals,3/8/2024,Unattached,NC,True,87,927,Yes
"Fantoni, Gabriel",100,100 FL LCM,25,2,53.83,53.83,2024 Summer Nationals (LCM),2024 TYR Pro Swim Series - Westmont,3/7/2024,Indiana Swim Club,IN,True,87,927,Yes
"Ray, Tyler",100,100 FL LCM,19,2,53.84,53.84,2024 Summer Nationals (LCM),2024 Indy May Cup,5/16/2024,Univ. Of Michigan Swim Team,MI,False,89,926,Yes
"Janton, Tommy",100,100 FL LCM,19,2,53.85,53.85,2024 Summer Nationals (LCM),Ohio State Fall Invitational,11/17/2023,University Of Notre Dame,IN,False,90,926,Yes
"Littlejohn, Ben",100,100 FL LCM,21,2,53.86,53.86,2024 Summer Nationals (LCM),Minnesota Invitational LCM,12/3/2023,Veritas Swimming,NE,True,91,925,Yes
"Gould, Garrett",100,100 FL LCM,18,2,53.87,53.87,2024 Summer Nationals (LCM),2024 VA EZ LC Super Sectional Meet - Cap Reached,5/17/2024,Greater Somerset County YMCA Storm,NJ,False,92,925,Yes
"Smith, Holden",100,100 FL LCM,20,2,53.88,53.88,2024 Summer Nationals (LCM),Texas Invitational,11/15/2023,University of Texas,ST,False,93,924,Yes
"Geer, Colin",100,100 FL LCM,19,2,53.90,53.90,2024 Summer Nationals (LCM),2024 Indy May Cup,5/16/2024,Univ. Of Michigan Swim Team,MI,False,94,924,Yes
"Izzo, Giovanni",100,100 FL LCM,26,2,53.90,53.90,2024 Summer Nationals (LCM),2024 TYR Pro Swim Series - Knoxville,1/12/2024,Wolfpack Elite,NC,True,94,924,Yes
"Deshpande, Aayush",100,100 FL LCM,22,2,53.93,53.93,2024 Summer Nationals (LCM),2024 NE CRIM May Team Specialty w/ Distance,5/19/2024,Veritas Swimming,NE,False,96,922,Yes
"Knollman, Parker",100,100 FL LCM,21,2,53.94,53.94,2024 Summer Nationals (LCM),2024 FL SZSS Summer Championships,5/25/2024,Northern KY Clippers Swimming,OH,False,97,922,Yes
"Smiley, Dylan",100,100 FL LCM,19,2,53.99,53.99,2024 Summer Nationals (LCM),2024 TYR Pro Swim Series - San Antonio,4/12/2024,Indiana University,IN,False,98,920,Yes
"Bowers, Noah",100,100 FL LCM,22,2,54.00,54.00,2024 Summer Nationals (LCM),2023 Toyota US Open Championships,12/1/2023,NC State University,NC,False,99,919,Yes
"Quarles, Samuel",100,100 FL LCM,19,2,54.00,54.00,2024 Summer Nationals (LCM),2024 CA Speedo Grand Challenge hosted by NOVA,5/25/2024,Sea to Desert Swim Association,SI,False,99,919,Yes
"Tamusaitis, Zac",100,100 FL LCM,20,2,54.00,54.00,2024 Summer Nationals (LCM),2024 CA Speedo Grand Challenge hosted by NOVA,5/26/2024,Gaucho Aquatics,CA,False,99,919,Yes
"Kharun, Ilya",200,200 FL LCM,19,2,1:54.41,1:54.41,2024 Olympic Trials,Bell Canadian Olympic & Paralympic Trials 2024,5/17/2024,Sun Devil Swimming,AZ,True,1,1037,Yes
"Espernberger, Martin",200,200 FL LCM,19,2,1:54.69,1:54.69,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,University Of Tennessee,SE,True,2,1031,Yes
"Chmielewski, Michal",200,200 FL LCM,19,2,1:54.88,1:54.88,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,Unattached,CA,True,3,1027,Yes
"Marchand, Leon",200,200 FL LCM,21,2,1:54.97,1:54.97,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/11/2024,Unattached,AZ,True,4,1025,Yes
"Julian, Trenton",200,200 FL LCM,24,2,1:55.59,1:55.59,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,Mission Viejo Nadadores,CA,False,5,1013,Yes
"Urlando, Luca",200,200 FL LCM,22,2,1:55.63,1:55.63,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/11/2024,DART Swimming,SN,False,6,1012,Yes
"Kalisz, Chase",200,200 FL LCM,30,2,1:55.97,1:55.97,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/11/2024,Unattached,AZ,False,7,1005,Yes
"Harting, Zach",200,200 FL LCM,26,2,1:56.12,1:56.12,2024 Olympic Trials,2024 World Champs,2/13/2024,Cardinal Aquatics,KY,False,8,1002,Yes
"Chmielewski, Krzysztof",200,200 FL LCM,19,2,1:56.37,1:56.37,2024 Olympic Trials,2024 World Champs,2/13/2024,Unattached,US,True,9,998,Yes
"Laur, Mason",200,200 FL LCM,21,2,1:56.44,1:56.44,2024 Olympic Trials,19th Pan American Games 2023,10/21/2023,University of Florida,FL,False,10,996,Yes
"Shackell, Aaron",200,200 FL LCM,19,2,1:57.04,1:57.04,2024 Olympic Trials,2024 Central Zone East Spring Speedo Sectionals - In Section,3/23/2024,Carmel Swim Club,IN,False,11,984,Yes
"Dahlgren, Jack",200,200 FL LCM,24,2,1:57.06,1:57.06,2024 Olympic Trials,2024 TYR Pro Swim Series - San Antonio,4/11/2024,Team Triumph,MV,False,12,984,Yes
"Heilman, Thomas",200,200 FL LCM,16,2,1:57.23,1:57.23,2024 Olympic Trials,2024 TYR Pro Swim Series - Knoxville,1/11/2024,Cavalier Aquatics/Piedmont Family YMCA,VA,False,13,1017,Yes
"Mark Torok, Dominik",200,200 FL LCM,21,2,1:57.45,1:57.45,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,Wisconsin Aquatics,WI,True,14,976,Yes
"Rose, Dare",200,200 FL LCM,21,2,1:57.54,1:57.54,2024 Olympic Trials,2024 TYR Pro Swim Series - Westmont,3/8/2024,California Aquatics,PC,False,15,974,Yes
"Foster, Carson",200,200 FL LCM,22,2,1:57.96,1:57.96,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,Mason Manta Rays,OH,False,16,966,Yes
"Sivec, Vili",200,200 FL LCM,20,2,1:58.09,1:58.09,2024 Olympic Trials,Princeton Big Al Invitational LCM TT,11/30/2023,Cal State Univ - Bakersfield,CC,True,17,964,Yes
"Lunak, Seb",200,200 FL LCM,21,2,1:58.34,1:58.34,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,University Of North Carolina,NC,True,18,959,Yes
"Saldo, Gustavo",200,200 FL LCM,20,2,1:58.38,1:58.38,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,University of Louisville,KY,False,19,958,Yes
"Jett, Gabriel",200,200 FL LCM,21,2,1:58.60,1:58.60,2024 Olympic Trials,2024 Triton Invitational,2/3/2024,California Aquatics,PC,False,20,954,Yes
"Hitchcock, Drew",200,200 FL LCM,18,2,1:58.61,1:58.61,2024 Olympic Trials,2023 Junior World Champs,9/9/2023,Baylor Swim Club,SE,False,21,954,Yes
"Ruvalcaba Cruz, Hector",200,200 FL LCM,26,2,1:58.63,1:58.63,2024 Olympic Trials,19th Pan American Games 2023,10/21/2023,Aggie Swim Club,GU,True,22,953,Yes
"Litherland, Jay",200,200 FL LCM,28,2,1:58.78,1:58.78,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,Sun Devil Swimming,AZ,False,23,950,Yes
"Enoch, Gregg",200,200 FL LCM,17,2,1:58.90,1:58.90,2024 Olympic Trials,2024 Central Zone East Spring Speedo Sectionals - In Section,3/23/2024,Carmel Swim Club,IN,False,24,956,Yes
"Mefford, Colby",200,200 FL LCM,23,2,1:59.36,1:59.36,2024 Olympic Trials,2024 Southern California Invite - hosted by NOVA,5/16/2024,California Aquatics,PC,False,25,939,Yes
"Schott, Mitchell",200,200 FL LCM,19,2,1:59.38,1:59.38,2024 Olympic Trials,2024 VA EZ LC Super Sectional Meet - Cap Reached,5/18/2024,Princeton University Swim Team,NJ,False,26,939,Yes
"Erisman, Ryan",200,200 FL LCM,17,2,1:59.47,1:59.47,2024 Olympic Trials,2024 FL NCSA Swimming Championships,3/21/2024,Laker Swim,FL,False,27,945,Yes
"Colson, Alex",200,200 FL LCM,23,2,1:59.70,1:59.70,2024 Olympic Trials,2024 AZ SUN Devil Open,5/19/2024,Sun Devil Swimming,AZ,False,28,932,Yes
"Merani, Ryan",200,200 FL LCM,19,2,1:59.84,1:59.84,2024 Olympic Trials,2024 TYR Pro Swim Series - Knoxville,1/11/2024,Unattached,KY,False,29,930,Yes
"Branon, Patrick",200,200 FL LCM,18,2,1:59.86,1:59.86,2024 Olympic Trials,2024 NJ SCAR TYR LC Winter Invitational,1/14/2024,North Baltimore Aquatic Club,MD,False,30,929,Yes
"Gonzalez Pinero, Joaquin",200,200 FL LCM,20,2,2:00.00,2:00.00,2024 Olympic Trials,19th Pan American Games 2023,10/21/2023,University of Florida,FL,True,31,927,Yes
"Mahler, Adam",200,200 FL LCM,23,2,2:00.04,2:00.04,2024 Olympic Trials,2024 WV 3rd Annual Renee McCutchan Invitational,5/17/2024,University of Pittsburgh,AM,False,32,926,Yes
"Marsteiner, Sam",200,200 FL LCM,16,2,2:00.04,2:00.04,2024 Olympic Trials,2024 NC SwimMAC Martha McKee Charlotte Open,5/18/2024,New Wave Swim Team,NC,False,32,963,Yes
"Naughton, Haakon",200,200 FL LCM,20,2,2:00.06,2:00.06,2024 Olympic Trials,2024 AZ FORD Southwest Classic,5/25/2024,Arizona Elite,AZ,False,34,925,Yes
"VanBrocklin, Evan",200,200 FL LCM,19,2,2:00.07,2:00.07,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,Utah Aquatics,UT,False,35,925,Yes
"Lamastra, Connor",200,200 FL LCM,25,2,2:00.08,2:00.08,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,Dynamo Swim Club,GA,False,36,925,Yes
"Lucas, Cooper",200,200 FL LCM,18,2,2:00.08,2:00.08,2024 Olympic Trials,2023 Junior World Champs,9/9/2023,Lakeside Aquatic Club,NT,False,36,925,Yes
"Zubik, Jan",200,200 FL LCM,21,2,2:00.12,2:00.12,2024 Olympic Trials,2024 TYR Pro Swim Series - Westmont,3/8/2024,U. of Missouri,MV,True,38,924,Yes
"Neverman, Kaiser",200,200 FL LCM,22,2,2:00.14,2:00.14,2024 Olympic Trials,2024 FL SZSS Summer Championships,5/23/2024,University of Minnesota,MN,False,39,924,Yes
"Johnson, Jacob",200,200 FL LCM,17,2,2:00.23,2:00.23,2024 Olympic Trials,2024 FL NCSA Swimming Championships,3/21/2024,Suburban Seahawks Club,MA,False,40,930,Yes
"Balva, Arthur",200,200 FL LCM,19,2,2:00.24,2:00.24,2024 Olympic Trials,2024 VA EZ LC Super Sectional Meet - Cap Reached,5/18/2024,Princeton University Swim Team,NJ,False,41,922,Yes
"Ray, Tyler",200,200 FL LCM,19,2,2:00.27,2:00.27,2024 Olympic Trials,2024 Indy May Cup,5/17/2024,Univ. Of Michigan Swim Team,MI,False,42,921,Yes
"Hunt, Connor",200,200 FL LCM,21,2,2:00.29,2:00.29,2024 Olympic Trials,2024 Indy May Cup,5/17/2024,Unattached,MI,False,43,921,Yes
"Robinson, Logan",200,200 FL LCM,17,2,2:00.32,2:00.32,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,Greater Pensacola Aquatic Club,SE,False,44,928,Yes
"Sanders, Grant",200,200 FL LCM,26,2,2:00.37,2:00.37,2024 Olympic Trials,2024 FL Southern Zone South Sectional Championship,2/11/2024,Fast Falcons,FL,False,45,919,Yes
"Hedrick, Kayden",200,200 FL LCM,17,2,2:00.38,2:00.38,2024 Olympic Trials,2024 18 & Under Spring Cup - Fort Lauderdale,5/4/2024,Nu Wave Swim Club,LA,False,46,927,Yes
"Elaydi, Shareef",200,200 FL LCM,14,2,2:00.38,2:00.38,2024 Olympic Trials,2024 PC CA/NV Speedo Sectionals hosted by TCA,3/2/2024,Santa Clara Swim Club,PC,False,46,1074,Yes
"Bried, Tommy",200,200 FL LCM,20,2,2:00.43,2:00.43,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,University of Louisville,KY,False,48,918,Yes
"Prolo, Brad",200,200 FL LCM,24,2,2:00.43,2:00.43,2024 Olympic Trials,2023 Toyota US Open Championships,12/2/2023,Brigham Young University Swim,UT,False,48,918,Yes
"Whitlock, Luke",200,200 FL LCM,18,2,2:00.44,2:00.44,2024 Olympic Trials,2024 Indy May Cup,5/17/2024,Fishers Area Swimming Tigers,IN,False,50,918,Yes
"Whelehan, Colin",200,200 FL LCM,19,2,2:00.44,2:00.44,2024 Olympic Trials,2024 NC TAC Titans Memorial Day Meet,5/26/2024,North Carolina Aquatic Club,NC,False,50,918,Yes
"Christenson, William",200,200 FL LCM,22,2,2:00.45,2:00.45,2024 Olympic Trials,2024 FL SZSS Summer Championships,5/23/2024,University of Minnesota,MN,False,52,918,Yes
"House, Grant",200,200 FL LCM,25,2,2:00.49,2:00.49,2024 Olympic Trials,2024 TYR Pro Swim Series - Westmont,3/8/2024,Sun Devil Swimming,AZ,False,53,917,Yes
"Dickey, Trey",200,200 FL LCM,21,2,2:00.65,2:00.65,2024 Summer Nationals (LCM),2023 Toyota US Open Championships,12/2/2023,Texas A & M University,GU,False,54,914,Yes
"Dinges, Luke",200,200 FL LCM,20,2,2:00.78,2:00.78,2024 Summer Nationals (LCM),DII Long Course Invitational,3/17/2024,Unattached,US,False,55,912,Yes
"Sammons, David",200,200 FL LCM,14,2,2:00.78,2:00.78,2024 Summer Nationals (LCM),2024 NC SwimMAC Martha McKee Charlotte Open,5/18/2024,SwimMAC Carolina,NC,False,55,1067,Yes
"Brown, Anderson",200,200 FL LCM,18,2,2:00.80,2:00.80,2024 Summer Nationals (LCM),2024 ST TXLA Longhorn Elite Invite,5/18/2024,Greater Austin YMCA Swim Alliance,ST,False,57,911,Yes
"Eaton, Tommy",200,200 FL LCM,22,2,2:00.83,2:00.83,2024 Summer Nationals (LCM),2023 Toyota US Open Championships,12/2/2023,Unattached,NC,True,58,911,Yes
"Hagar, Tommy",200,200 FL LCM,19,2,2:00.83,2:00.83,2024 Summer Nationals (LCM),2024 GA Atlanta Classic,5/16/2024,University Of Alabama Swim Club,SE,False,58,911,Yes
"Bloebaum, Carl",200,200 FL LCM,20,2,2:00.85,2:00.85,2024 Summer Nationals (LCM),2024 VA EZ LC Super Sectional Meet - Cap Reached,5/18/2024,Virginia Tech,VA,False,60,910,Yes
"Sergile, Sebastien",200,200 FL LCM,19,2,2:00.87,2:00.87,2024 Summer Nationals (LCM),2023 Toyota US Open Championships,12/2/2023,Unattached,VA,False,61,910,Yes
"Balbi, Diego",200,200 FL LCM,17,2,2:00.92,2:00.92,2024 Summer Nationals (LCM),2023 Junior World Champs,9/9/2023,Saint Andrew's Aquatics,FG,True,62,917,Yes
"Pishko, Jacob",200,200 FL LCM,20,2,2:00.93,2:00.93,2024 Summer Nationals (LCM),2023 Toyota US Open Championships,12/2/2023,Louisiana State University,LA,False,63,909,Yes
"Finke, Robert",200,200 FL LCM,24,2,2:00.99,2:00.99,2024 Summer Nationals (LCM),2024 FL Southern Zone South Sectional Championship,2/10/2024,Saint Petersburg Aquatics,FL,False,64,908,Yes
"Hochwalt, Michael",200,200 FL LCM,18,2,2:01.00,2:01.00,2024 Summer Nationals (LCM),2024 TYR Pro Swim Series - San Antonio,4/11/2024,Spokane Waves Aquatic Team,IE,False,65,907,Yes
"Plasil, Yannick",200,200 FL LCM,22,2,2:01.02,2:01.02,2024 Summer Nationals (LCM),2024 NC STAR ESSZ Spg SR Sectionals,3/9/2024,Unattached,NC,True,66,907,Yes
"Metzler, Alex",200,200 FL LCM,21,2,2:01.09,2:01.09,2024 Summer Nationals (LCM),2024 Indy May Cup,5/17/2024,Ohio State University,OH,True,67,906,Yes
"Bardak, Tyler",200,200 FL LCM,17,2,2:01.11,2:01.11,2024 Summer Nationals (LCM),2024 FL SZSS Summer Championships,5/23/2024,Fox Valley Swim Team,IL,False,68,913,Yes
"Hayes, Aiden",200,200 FL LCM,20,2,2:01.14,2:01.14,2024 Summer Nationals (LCM),2023 Toyota US Open Championships,12/2/2023,NC State University,NC,False,69,905,Yes
"Kattau, Caleb",200,200 FL LCM,16,2,2:01.20,2:01.20,2024 Summer Nationals (LCM),2024 CA Speedo Grand Challenge hosted by NOVA,5/26/2024,Sandpipers Of Nevada,CA,False,70,940,Yes
"Minto, Archie Minto",200,200 FL LCM,21,2,2:01.28,2:01.28,2024 Summer Nationals (LCM),2024 Indy May Cup,5/17/2024,McKendree University,OZ,True,71,902,Yes
"Branon, Daniel",200,200 FL LCM,15,2,2:01.28,2:01.28,2024 Summer Nationals (LCM),2024 TYR Pro Swim Series - San Antonio,4/11/2024,North Baltimore Aquatic Club,MD,False,71,982,Yes
"Meza, Yochanan",200,200 FL LCM,17,2,2:01.33,2:01.33,2024 Summer Nationals (LCM),2024 TYR Pro Swim Series - San Antonio,4/11/2024,Texas Ford Aquatics,NT,False,73,909,Yes
"Irwin, Ben",200,200 FL LCM,19,2,2:01.33,2:01.33,2024 Summer Nationals (LCM),2024 VA EZ LC Super Sectional Meet - Cap Reached,5/18/2024,Navy Swimming,MD,False,73,901,Yes
"Palmisani, Matteo",200,200 FL LCM,17,2,2:01.34,2:01.34,2024 Summer Nationals (LCM),2024 TYR Pro Swim Series - Knoxville,1/11/2024,Lakeside Aquatic Club,NT,True,75,909,Yes
"McInerny, Evan McInerny",200,200 FL LCM,22,2,2:01.38,2:01.38,2024 Summer Nationals (LCM),Georgia Invite LC TT,11/19/2023,Auburn University,SE,False,76,900,Yes
"Crisci, Aidan",200,200 FL LCM,21,2,2:01.41,2:01.41,2024 Summer Nationals (LCM),2024 SE TNAQ May Invitational,5/26/2024,Unattached,SE,False,77,900,Yes
"Branon, Ryan",200,200 FL LCM,20,2,2:01.43,2:01.43,2024 Summer Nationals (LCM),2024 ST TXLA Longhorn Elite Invite,5/16/2024,North Baltimore Aquatic Club,MD,False,78,899,Yes
"Reiter, Drew",200,200 FL LCM,20,2,2:01.49,2:01.49,2024 Summer Nationals (LCM),Ohio State Fall Invitational,11/18/2023,Indiana University,IN,False,79,898,Yes
"Wright, Dillon",200,200 FL LCM,18,2,2:01.49,2:01.49,2024 Summer Nationals (LCM),2024 NC SwimMAC Martha McKee Charlotte Open,5/19/2024,Mecklenburg Swim Association,NC,False,79,898,Yes
"Teh, Andrew",200,200 FL LCM,19,2,2:01.55,2:01.55,2024 Summer Nationals (LCM),2024 CA Speedo Grand Challenge hosted by NOVA,5/26/2024,SOCAL Aquatics Association,CA,False,81,897,Yes
"Applebaum, Frank",200,200 FL LCM,21,2,2:01.56,2:01.56,2024 Summer Nationals (LCM),2024 NC NCAA Long Course Time Trial Invitational,3/24/2024,Unattached,US,False,82,897,Yes
"Robinson, Aj",200,200 FL LCM,17,2,2:01.58,2:01.58,2024 Summer Nationals (LCM),2024 GU Texas Senior Circuit 2,5/25/2024,Aggie Swim Club,GU,False,83,904,Yes
"Bonilla Flores, Roberto",200,200 FL LCM,19,2,2:01.59,2:01.59,2024 Summer Nationals (LCM),19th Pan American Games 2023,10/21/2023,Texas A & M University,GU,True,84,896,Yes
"Shackell, Andrew",200,200 FL LCM,17,2,2:01.59,2:01.59,2024 Summer Nationals (LCM),2024 Indy May Cup,5/17/2024,Carmel Swim Club,IN,False,84,904,Yes
"Cahill, Max",200,200 FL LCM,19,2,2:01.61,2:01.61,2024 Summer Nationals (LCM),2024 Central Zone East Spring Speedo Sectionals - In Section,3/23/2024,Unattached,IN,False,86,896,Yes
